Outlying_polar,Skewed_polar,Clumpy_polar,Sparse_polar,Striated_polar,Convex_polar,Skinny_polar,Stringy_polar,Monotonic_polar,Outlying_contour,Skewed_contour,Clumpy_contour,Sparse_contour,Striated_contour,Convex_contour,Skinny_contour,Stringy_contour,Monotonic_contour,No_of_max_ponits,No_of_min_points,diameter,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,compactness,NF,Perimeter_ratio_diameter,Perimeter_ratio_length,Perimeter_ratio_lw,No_of_Convex_points,perimeter_convexity,area_convexity,area_ratio_convexity,equivalent_diameter,cx,cy,eccentriciry,contrast,correlation_texture,inverse_difference_moments,entropy,Mean_R_val,Mean_G_val,Mean_B_val,Std_R_val,Std_G_val,Std_B_val,correlation,Shape_label,id,Diamond,Heart_shape,Needle,Round,Simple_round,Predicted_shape_label
0.0,0.1896732464044002,-0.3318109012224315,-0.1946877843373684,0.2068732241654408,-0.2847350777924621,-1.1991121700705003,-0.19576591732357682,-0.08900703626921849,0.0,-1.408459863742768,-1.1905716733676373,-1.092715602451044,0.38369988564650825,-0.14541515926091333,-1.2101872336798318,0.0,-0.19473568287854964,0.0,-0.5,-0.6577511079820163,0.5804335260763939,0.457597808058525,-0.6152332076032571,1.055368196751254,1.5336214362474934,-0.6084158587649836,0.05838874892429046,-0.046828171445673555,-0.6842667050823741,1.6682795414382952,-0.615149201635964,0.34197839185231504,-0.6129032258064516,-1.8160471085081564,1.4531259195275568,-1.3735353863742512,0.5158331416135422,0.7849684975335864,0.36027352089719844,-3.1586663635699965,-0.7401965565547598,0.7601383492228262,0.8966330096949354,-0.03677470247901406,-0.4940566075960622,-1.116868061825018,-1.007194041300264,0.1501754320802339,0.49007418309117684,-0.13116152078935372,0.15213983159691197,Diamond,12,0.855,0.005,0.0,0.076,0.064,Diamond
0.0,-0.48556906167087227,1.8151281441750815,0.9744440212446381,0.22994857746912617,-0.13122613172008812,0.05887093638118014,0.7379099541429391,-0.5771561500553688,0.0,0.31925997294752817,0.15355129068150764,-1.0171022260431077,0.16646485341146774,0.07159407474200498,-0.4990526986802177,0.0,1.0704486687158816,0.6666666666666666,1.5,-0.557065993295169,1.0176983143643554,0.4210341085675769,-0.44836463250285946,0.9003155192690007,1.1618403260070682,0.862449894870625,0.5847921002392161,-0.3756517562058291,-0.608737766630297,1.4063757867325755,-0.5508910273327755,0.18429838823626124,0.4838709677419355,-1.2436461226205044,-0.22954377951295252,0.2359361389982069,0.8544098551828541,-0.6696242236630039,-0.06798854068229244,-2.138110210454004,0.5800871496833899,0.006049961945178686,-0.323870200220599,0.8635504706183522,-1.0208446713182486,-0.6656304970736123,-0.7404338514715438,0.9944341937435088,0.667008433204536,0.6535042480901114,-1.2560083741274322,Simple_round,694,0.009,0.03,0.0,0.0,0.961,Simple_round
0.0,3.0802683593683153,-0.43451191104430187,0.048181298800232794,0.10401545352967637,-0.038507856224328736,0.09456551958913123,0.7379099541429391,-0.5981219849813912,0.0,-0.40648008037989714,-0.4096028788273054,0.1928640351760898,0.10441679681204905,0.19218459873497443,-0.5765145899525255,0.0,0.5369916396805898,0.0,-0.5,-0.7719840398029986,0.3765211884019175,-0.39516511768802465,-0.6157071537021255,0.4417131987022956,0.7903689023621966,0.5066542090829286,0.9448514001644334,-0.5342100034837519,-0.4888810513359345,0.567529977335688,-0.5696830445517158,-0.850488010319987,1.5483870967741935,0.2659964346001438,-0.5675328694961912,0.5937622887645566,0.3448124991768776,-0.04582661431635447,0.3217688094055357,-1.2998467735322157,0.19587497560776007,0.18265927936228438,0.20165415404341755,0.6049380419596,0.06551308855460077,-0.024444435680928335,-0.046171582788543594,0.12048371827451286,1.0285803872919785,0.48332592706035093,0.886781053818498,Diamond,531,0.951,0.007,0.0,0.0,0.042,Diamond
0.0,0.34089086362697313,-0.3439807751544636,-0.02852895744724647,0.43626478082456005,-0.38181015252200556,0.21716233665047416,0.7379099541429391,-0.44123567764346544,0.0,0.3281560669514428,-0.025691957177682752,0.127934232884905,0.39380053728974507,-0.3178900065393836,0.025239371666031175,0.0,-0.20827809541439035,0.3333333333333333,0.5,-1.4468924064053459,-0.3293296713896568,-0.8960803971662157,-1.3827664858714448,0.17128540773837805,1.3713710848008704,0.3567298118455611,0.4120367604351687,-0.28317754528925093,-0.601288005664147,1.1472450520093875,-0.5940089943545791,0.2289681422680621,-0.06451612903225806,-0.8948859231146729,0.6596227646711399,-0.6480591775560488,-0.3437753333880662,0.20312780010852702,-0.08169332477770153,-2.7307540890101576,-0.0002625966718360035,0.1394220177054624,0.18340109487317735,0.2386467951846809,0.4087197878282052,0.3118822341390992,0.13165911692559099,-0.12971309366732953,0.5362616303913773,0.1703665242171127,0.10099339238702114,Simple_round,490,0.086,0.0,0.0,0.0,0.914,Simple_round
0.0,-0.05782751457003668,-0.7055370494715868,-0.15117226348419685,-0.40252331289055787,4.50617858760555,-0.24490124205206373,-1.1485900116353682,1.5724519652773132,0.0,-0.7896842386127871,2.0063714835578006,-2.3143415564615224,-1.1005493406845506,12.927801138393422,-0.3114263914845336,-1.1222173958391821,2.9588579115233973,-0.3333333333333333,-1.0,-0.43592598960517265,-0.028183905742586696,-0.4892346713536993,-0.5088525205524304,-0.09833108314822968,0.06428139599634407,0.5592950368427887,0.37788058834617516,-0.26334217721375747,0.02019613620005782,-0.11740630579461796,-0.15839099833452136,-0.16112476741817305,0.16129032258064516,0.1919019129467459,-0.4604419380047507,0.47900966594089367,-0.027645118462896433,0.2432111255227534,1.6053326994872505,0.05461583264793067,0.1120263816903818,0.2057813251081149,-0.01029224512001425,0.418135948808422,0.2568802031890507,-0.007228874763761319,0.09977446461924823,0.048765869451854356,0.9556156914416452,0.3957967728837937,1.8402947200401343,Simple_round,964,0.147,0.012,0.001,0.0,0.84,Simple_round
0.0,-0.12379752994686909,-0.5811135166325063,1.4332455193719837,0.43475581243129113,-0.43278424979155133,0.15493726079766465,0.7379099541429391,-0.6294605777709464,0.0,-0.5733446896159006,-0.868602147744429,-0.13618646553249092,0.39575912727435414,-0.3626987479995898,0.6592736344925303,0.0,0.6304642179078971,-0.3333333333333333,-1.0,-1.6190650585652133,-0.5547470798790751,-1.368842558536676,-1.4372850288931658,-0.32919018901036645,0.5691622722509893,1.3530794495092173,0.7332049171051422,-0.44596038271897703,-0.35108865600512124,0.5777587427664483,-0.3880601906845997,0.011120880829135755,0.41935483870967744,0.12417697577142599,-0.5191453881769128,0.541752462429574,-0.6125128061153748,-0.6391441730489708,1.3116456859283336,-0.6510609226461952,-0.2021986640469555,0.09349087686264057,0.06173058554014423,0.0713721072750274,0.6232318717379114,0.4559221722391032,0.4839324596483603,-0.3740894049778564,-0.05701978237699857,-0.1086053565065369,0.9409115839027935,Simple_round,946,0.062,0.0,0.0,0.0,0.938,Simple_round
0.0,-0.6861952573212861,-0.6265221101835008,-0.9567066590490716,-0.14673166917482636,2.999787216285004,-0.008467584764251405,-1.5980483634774783,0.4884952740018678,0.0,0.32299775705440625,-0.033523217815670026,1.3190094634257683,0.25202493255518654,0.18913899306896825,-0.8154811299499996,0.0,-0.20461109878027614,0.0,0.0,0.457008298371845,1.27291325664986,1.1487338087731247,0.4809935675875007,1.0069737513000325,0.5372661311040899,-0.8296869953475207,0.053832556379064776,-0.043267140794507365,-0.3781228988585743,0.7058356122987363,-0.38925414316257984,-0.09679204177583908,0.9354838709677419,-1.3820936422617534,1.2489381658492846,-1.192159838234773,1.037621692527658,-0.003376416654526504,0.20767292419031563,-0.30776952583629724,0.7153265053781056,-0.4501094075467543,-0.34505143780501574,0.7800923359641387,-1.2334504433392202,-0.3585442010516797,-0.17671020583805153,0.764254723741488,-0.03765251212565153,-0.027444614555057006,0.11473445246370942,Heart_shape,132,0.002,0.993,0.0,0.0,0.005,Heart_shape
0.0,-0.6341503644390991,3.5930257887505808,0.9623140565818386,0.17862887708906441,-0.2875899124637291,0.19213905209594676,0.7379099541429391,1.356897874504405,0.0,0.03437231653279644,-0.11998134447290441,2.015519391403434,0.22028444608736886,1.7314688233153268,-1.7293053066004542,0.0,2.967867569420673,-0.3333333333333333,-1.5,-0.5093927222023547,0.34772712487821145,0.07797882896084553,-0.41050385738879563,0.15479176178704135,0.28726309858378574,0.9859649773579179,0.1980531332275439,-0.14901455244953363,-0.22548669345052355,0.8146009121517254,-0.15293076989037577,0.8011100214660171,0.25806451612903225,-1.1706767016106363,0.5370582924206221,-0.5308740326697212,0.31986520836421223,-0.7686503094749497,0.9092824872286388,-0.4589117440380692,-1.0149502601723932,0.9621079354270146,1.6726587050436799,-1.7271251075970262,-0.46394854853147854,-1.068950750164039,-0.7327880444837279,-0.46140604698552257,0.2563076192686901,-0.0007438566474386226,1.8433408653615309,Simple_round,409,0.043,0.003,0.0,0.002,0.952,Simple_round
0.0,-0.5285296811390743,-0.28288164972490015,-1.7586597261897348,0.2776827369464405,-0.27262504284439804,-0.7521713765725242,0.7379099541429391,-0.32385528203251324,0.0,-0.44397157781866786,-0.08750750005635752,-2.127929755276293,0.3773815924077339,-0.3806153633736874,-0.13608126101839862,0.0,-0.16896001295163154,-0.3333333333333333,-1.0,-1.1750464293363365,0.05569334785947528,-0.5683588706137405,-0.9839415360534217,0.5499150998162746,1.3554987759353365,-0.23521605130289783,0.6660186206919027,-0.41508021607409423,-0.6664227949671986,1.108284367814261,-0.6954731035723137,-0.7537286729577017,0.0967741935483871,-0.6781437241668542,0.011532678574319917,-0.011707237052237154,0.05379259130862514,-0.7210777594097553,0.15654631578716696,-2.3328734798583515,-0.3314840386949316,0.5744447003685416,0.38053115071315036,0.1182076693553357,0.22676350102961804,0.2807282118336749,0.10818502497478157,0.386810905077755,1.0491502323476891,0.5697482187208212,-0.2781556175504395,Simple_round,69,0.135,0.003,0.0,0.0,0.862,Simple_round
0.0,-0.4605580035815755,-0.7786428990212267,-1.4926521932330437,0.37600405958978006,-0.34044000690372145,-0.79473818909152,0.7379099541429391,-0.3190802496168003,0.0,-0.4555121427290694,-0.9880751529906988,-1.5797047912650757,0.3093369539348497,-0.18342446095885184,-1.6889606004295208,0.0,-0.17846288759324277,0.0,-0.5,-0.8964375766312935,-0.0019007611269674038,-0.611150947376326,-1.5184448846791636,1.0714996785683277,3.316371778430978,-0.09257942575616743,0.6276483676718638,-0.39675178915655807,-0.7498771490838557,0.4474997779404336,-0.9291690962866402,-0.7587210908132548,0.0967741935483871,-0.1824654609966784,-0.04177706935133832,0.04252569967103552,-0.0018552928866226134,-0.22031676373452966,-0.9073552570850777,-0.7722550845408622,-0.694112357353498,0.6135122075788969,0.8388391862952306,-0.8773723557667826,-0.02325530359559965,0.04964148754218014,-0.052646906915494,-0.15120129052694414,-0.2473250218744138,0.021701724333242762,-0.2587776772673128,Diamond,53,0.965,0.0,0.0,0.002,0.033,Diamond
